R,M
17.03000099999783,0.20366444128454253
16.402000999997064,0.2164842319994969
15.86100099999665,0.2301860269158276
15.394000999996909,0.24473499301634258
14.987000999997134,0.26025379327553966
14.623000999997336,0.27738489410654277
14.296000999997517,0.29673088973293316
14.012000999997674,0.3183110011891438
13.76900099999781,0.3421095978724117
13.564000999997923,0.36843615335245694
13.395000999998016,0.3974982029999077
13.260000999998091,0.4292472931895846
13.15500099999815,0.4636818747358865
13.078000999998192,0.5012494153649331
13.025000999998221,0.5419389838051549
12.99300099999824,0.5856083238086064
12.981000999998246,0.6326182688198405
12.986000999998243,0.6830959518225497
13.005000999998233,0.736797135323394
13.036000999998215,0.794359412809942
13.08100099999819,0.8563850166567636
13.13700099999816,0.9225687443352432
13.202000999998123,0.9926498242964372
13.275000999998083,1.0670918511315384
13.355000999998039,1.1456030690761365
13.440000999997991,1.2276349726984557
13.528000999997943,1.3133018019233627
13.619000999997892,1.4024571686034417
13.710000999997842,1.4943605824596395
13.80200099999779,1.588759351841551
13.892000999997741,1.6855283512541186
13.979000999997693,1.7837749005360126
14.063000999997646,1.8831007179863906
14.143000999997602,1.9832386996306894
14.21700099999756,2.0831948089538987
14.282000999997525,2.179528067705711
14.333000999997497,2.269938397569799
14.369000999997477,2.354482179251226
14.392000999997464,2.4331401971617463
14.401000999997459,2.505937938526847
14.39800099999746,2.5730074300669736
14.38100099999747,2.634462294786659
14.353000999997485,2.6903572391368606
14.315000999997507,2.7408063821710815
14.266000999997534,2.785929829557199
14.208000999997566,2.8258504429829965
14.141000999997603,2.860734891986123
14.066000999997645,2.8907703565370895
13.98300099999769,2.9161288208141887
13.89500099999774,2.9370058198493925
