R,M
16.606000999997313,0.1674273894549279
15.919000999996618,0.17463355304537245
15.330000999996944,0.18157178955453648
14.816000999997229,0.1882519280639838
14.357000999997483,0.1946865579943552
13.943000999997713,0.20088332733550995
13.564000999997923,0.2068578259517906
13.213000999998117,0.21261606382673592
12.886000999998299,0.218170432404601
12.544000999998488,0.22442474172912685
12.176000999998692,0.23241612595776007
11.798000999998902,0.24248373873685422
11.426000999999108,0.25492409570291863
11.076000999999302,0.2699520756386476
10.756000999999479,0.2877933527833025
10.473000999999636,0.30860083844599673
10.23000099999977,0.3325591631034076
10.027000999999883,0.3597939994759266
9.861000999999975,0.3904417856738633
9.732001000000047,0.4246283608301408
9.6340010000001,0.4624155521927343
9.56400100000014,0.503947650208895
9.519001000000165,0.549212290041154
9.496001000000177,0.5982997932449751
9.49100100000018,0.6511447225436874
9.501001000000175,0.7077111588178258
9.524001000000162,0.7679254977674012
9.558001000000143,0.831566303793273
9.59900100000012,0.8984720247362921
9.647001000000094,0.9683925061496574
9.699001000000065,1.0409726450766845
9.753001000000035,1.1158625636143635
9.809001000000004,1.1926306141950782
9.864000999999973,1.2707651161643925
9.918000999999943,1.349524992879132
9.965000999999917,1.4249250666026583
10.002000999999897,1.4957221413826796
10.027000999999883,1.5619219476979134
10.042000999999875,1.6235383226564706
10.046000999999873,1.680611303965515
10.040000999999876,1.7331414744482367
10.024000999999885,1.7811721977521842
9.998000999999899,1.8247504953185216
9.964000999999918,1.8639476741608327
9.92300099999994,1.898887193273243
9.873000999999968,1.9296738769985753
9.818000999999999,1.9563613772594617
9.756001000000033,1.979068366270661
9.688001000000071,1.9979950836896396
9.61600100000011,2.0132495374781305
